,Cell type,X location,Y location,Z location
2258,Pyr in SP layer,104,992,298
2259,Pyr in SP layer,208,8,322
2260,Pyr in SP layer,368,544,290
2261,Pyr in SP layer,200,920,298
2262,Pyr in SP layer,272,328,322
2263,Pyr in SP layer,120,72,298
2264,Pyr in SP layer,0,280,314
2265,Pyr in SP layer,160,464,290
2266,Pyr in SP layer,288,648,306
2267,Pyr in SP layer,32,320,314
2268,Pyr in SP layer,192,8,306
2269,Pyr in SP layer,368,24,306
2270,Pyr in SP layer,328,16,322
2271,Pyr in SP layer,184,176,314
2272,Pyr in SP layer,248,280,322
2273,Pyr in SP layer,104,384,322
2274,Pyr in SP layer,320,688,290
2275,Pyr in SP layer,216,560,290
2276,Pyr in SP layer,176,832,298
2277,Pyr in SP layer,80,776,314
2278,Pyr in SP layer,8,848,314
2279,Pyr in SP layer,168,592,322
2280,Pyr in SP layer,392,688,306
2281,Pyr in SP layer,168,824,322
2282,Pyr in SP layer,152,656,290
2283,Pyr in SP layer,128,896,298
2284,Pyr in SP layer,304,776,322
2285,Pyr in SP layer,88,72,314
2286,Pyr in SP layer,232,760,290
2287,Pyr in SP layer,48,600,306
2288,Pyr in SP layer,240,72,290
2289,Pyr in SP layer,232,744,314
2290,Pyr in SP layer,144,168,298
2291,Pyr in SP layer,344,392,322
2292,Pyr in SP layer,152,896,314
2293,Pyr in SP layer,8,680,306
2294,Pyr in SP layer,216,352,290
2295,Pyr in SP layer,352,112,306
2296,Pyr in SP layer,400,904,314
2297,Pyr in SP layer,152,280,290
2298,Pyr in SP layer,168,904,290
2299,Pyr in SP layer,272,336,306
2300,Pyr in SP layer,32,488,306
2301,Pyr in SP layer,184,456,306
2302,Pyr in SP layer,136,656,306
2303,Pyr in SP layer,128,280,314
2304,Pyr in SP layer,8,352,322
2305,Pyr in SP layer,360,552,322
2306,Pyr in SP layer,272,8,306
2307,Pyr in SP layer,384,280,322
2308,Pyr in SP layer,24,648,298
2309,Pyr in SP layer,136,40,298
2310,Pyr in SP layer,200,776,314
2311,Pyr in SP layer,392,712,322
2312,Pyr in SP layer,400,136,298
2313,Pyr in SP layer,232,616,314
2314,Pyr in SP layer,336,664,298
2315,Pyr in SP layer,296,808,306
2316,Pyr in SP layer,0,688,314
2317,Pyr in SP layer,248,872,322
2318,Pyr in SP layer,272,88,314
2319,Pyr in SP layer,352,704,322
2320,Pyr in SP layer,168,304,298
2321,Pyr in SP layer,128,272,298
2322,Pyr in SP layer,104,832,314
2323,Pyr in SP layer,336,296,306
2324,Pyr in SP layer,128,656,314
2325,Pyr in SP layer,312,416,306
2326,Pyr in SP layer,352,896,314
2327,Pyr in SP layer,248,152,298
2328,Pyr in SP layer,80,560,322
2329,Pyr in SP layer,104,904,322
2330,Pyr in SP layer,264,672,290
2331,Pyr in SP layer,64,664,322
2332,Pyr in SP layer,392,264,290
2333,Pyr in SP layer,72,920,298
2334,Pyr in SP layer,288,688,314
2335,Pyr in SP layer,256,816,314
2336,Pyr in SP layer,272,136,298
2337,Pyr in SP layer,296,960,306
2338,Pyr in SP layer,184,200,322
2339,Pyr in SP layer,40,104,314
2340,Pyr in SP layer,160,880,298
2341,Pyr in SP layer,224,184,314
2342,Pyr in SP layer,384,184,298
2343,Pyr in SP layer,288,128,322
2344,Pyr in SP layer,8,648,314
2345,Pyr in SP layer,8,88,290
2346,Pyr in SP layer,384,624,322
2347,Pyr in SP layer,328,424,314
2348,Pyr in SP layer,104,568,314
2349,Pyr in SP layer,160,336,314
2350,Pyr in SP layer,392,448,314
2351,Pyr in SP layer,56,288,290
2352,Pyr in SP layer,152,920,290
2353,Pyr in SP layer,320,640,298
2354,Pyr in SP layer,16,816,290
2355,Pyr in SP layer,120,584,306
2356,Pyr in SP layer,288,840,322
2357,Pyr in SP layer,400,312,290
2358,Pyr in SP layer,144,80,290
2359,Pyr in SP layer,392,944,322
2360,Pyr in SP layer,400,392,322
2361,Pyr in SP layer,48,240,314
2362,Pyr in SP layer,16,824,314
2363,Pyr in SP layer,304,888,306
2364,Pyr in SP layer,224,848,290
2365,Pyr in SP layer,272,0,322
2366,Pyr in SP layer,176,696,298
2367,Pyr in SP layer,352,912,314
2368,Pyr in SP layer,312,88,306
2369,Pyr in SP layer,264,352,306
2370,Pyr in SP layer,136,120,290
2371,Pyr in SP layer,384,824,322
2372,Pyr in SP layer,120,848,314
2373,Pyr in SP layer,144,216,314
2374,Pyr in SP layer,400,304,314
2375,Pyr in SP layer,280,600,306
2376,Pyr in SP layer,184,832,306
2377,Pyr in SP layer,240,624,314
2378,Pyr in SP layer,240,168,298
2379,Pyr in SP layer,168,128,314
2380,Pyr in SP layer,144,224,298
2381,Pyr in SP layer,104,112,306
2382,Pyr in SP layer,248,920,314
2383,Pyr in SP layer,168,784,298
2384,Pyr in SP layer,32,960,290
2385,Pyr in SP layer,144,48,298
2386,Pyr in SP layer,80,288,298
2387,Pyr in SP layer,216,784,322
2388,Pyr in SP layer,256,288,314
2389,Pyr in SP layer,328,480,322
2390,Pyr in SP layer,344,416,290
2391,Pyr in SP layer,240,744,306
2392,Pyr in SP layer,120,432,306
2393,Pyr in SP layer,344,376,306
2394,Pyr in SP layer,176,152,298
2395,Pyr in SP layer,136,472,298
2396,Pyr in SP layer,352,200,314
2397,Pyr in SP layer,160,648,290
2398,Pyr in SP layer,400,152,314
2399,Pyr in SP layer,56,216,306
2400,Pyr in SP layer,56,632,306
2401,Pyr in SP layer,384,528,306
2402,Pyr in SP layer,176,376,322
2403,Pyr in SP layer,336,472,290
2404,Pyr in SP layer,184,16,306
2405,Pyr in SP layer,104,792,322
2406,Pyr in SP layer,256,240,306
2407,Pyr in SP layer,184,704,322
2408,Pyr in SP layer,256,48,314
2409,Pyr in SP layer,176,432,306
2410,Pyr in SP layer,400,912,306
2411,Pyr in SP layer,384,696,314
2412,Pyr in SP layer,56,296,314
2413,Pyr in SP layer,56,248,322
2414,Pyr in SP layer,360,184,306
2415,Pyr in SP layer,352,600,290
2416,Pyr in SP layer,64,168,314
2417,Pyr in SP layer,352,200,290
2418,Pyr in SP layer,88,760,298
2419,Pyr in SP layer,0,504,314
2420,Pyr in SP layer,392,464,322
2421,Pyr in SP layer,392,832,314
2422,Pyr in SP layer,104,608,306
2423,Pyr in SP layer,208,48,298
2424,Pyr in SP layer,208,424,306
2425,Pyr in SP layer,248,240,298
2426,Pyr in SP layer,296,144,322
2427,Pyr in SP layer,184,640,298
2428,Pyr in SP layer,80,40,298
2429,Pyr in SP layer,248,288,290
2430,Pyr in SP layer,72,896,306
2431,Pyr in SP layer,216,256,314
2432,Pyr in SP layer,136,128,322
2433,Pyr in SP layer,360,288,322
2434,Pyr in SP layer,160,264,306
2435,Pyr in SP layer,232,968,314
2436,Pyr in SP layer,368,800,322
2437,Pyr in SP layer,88,736,306
2438,Pyr in SP layer,112,840,298
2439,Pyr in SP layer,328,928,298
2440,Pyr in SP layer,248,168,306
2441,Pyr in SP layer,288,984,314
2442,Pyr in SP layer,152,1000,314
2443,Pyr in SP layer,400,928,314
2444,Pyr in SP layer,232,632,306
2445,Pyr in SP layer,400,904,290
2446,Pyr in SP layer,224,472,290
2447,Pyr in SP layer,368,120,290
2448,Pyr in SP layer,296,152,306
2449,Pyr in SP layer,352,80,306
2450,Pyr in SP layer,360,144,290
2451,Pyr in SP layer,88,648,290
2452,Pyr in SP layer,400,288,290
2453,Pyr in SP layer,120,56,314
2454,Pyr in SP layer,336,384,314
2455,Pyr in SP layer,128,360,290
2456,Pyr in SP layer,96,0,290
2457,Pyr in SP layer,104,360,306
2458,Pyr in SP layer,120,416,306
2459,Pyr in SP layer,144,184,306
2460,Pyr in SP layer,216,8,298
2461,Pyr in SP layer,256,784,290
2462,Pyr in SP layer,128,736,314
2463,Pyr in SP layer,0,504,290
2464,Pyr in SP layer,200,696,306
2465,Pyr in SP layer,8,424,290
2466,Pyr in SP layer,8,320,322
2467,Pyr in SP layer,208,944,322
2468,Pyr in SP layer,176,336,290
2469,Pyr in SP layer,344,824,314
2470,Pyr in SP layer,136,144,298
2471,Pyr in SP layer,120,416,314
2472,Pyr in SP layer,0,728,314
2473,Pyr in SP layer,64,264,298
2474,Pyr in SP layer,8,488,314
2475,Pyr in SP layer,336,96,306
2476,Pyr in SP layer,32,576,306
2477,Pyr in SP layer,48,480,314
2478,Pyr in SP layer,336,584,306
2479,Pyr in SP layer,368,976,298
2480,Pyr in SP layer,200,64,314
2481,Pyr in SP layer,120,800,290
2482,Pyr in SP layer,200,776,306
2483,Pyr in SP layer,136,88,306
2484,Pyr in SP layer,256,352,314
2485,Pyr in SP layer,48,672,306
2486,Pyr in SP layer,152,360,306
2487,Pyr in SP layer,184,440,306
2488,Pyr in SP layer,336,120,298
2489,Pyr in SP layer,320,432,306
2490,Pyr in SP layer,64,944,306
2491,Pyr in SP layer,72,568,322
2492,Pyr in SP layer,72,104,306
2493,Pyr in SP layer,0,400,306
2494,Pyr in SP layer,272,48,314
2495,Pyr in SP layer,304,928,306
2496,Pyr in SP layer,296,328,298
2497,Pyr in SP layer,400,552,322
2498,Pyr in SP layer,240,720,322
2499,Pyr in SP layer,280,480,306
2500,Pyr in SP layer,56,800,290
2501,Pyr in SP layer,224,528,314
2502,Pyr in SP layer,248,280,314
2503,Pyr in SP layer,304,896,306
2504,Pyr in SP layer,240,608,306
2505,Pyr in SP layer,384,936,322
2506,Pyr in SP layer,320,160,306
2507,Pyr in SP layer,24,848,306
2508,Pyr in SP layer,16,256,314
2509,Pyr in SP layer,248,448,306
2510,Pyr in SP layer,112,832,306
2511,Pyr in SP layer,328,672,306
2512,Pyr in SP layer,288,128,298
2513,Pyr in SP layer,368,392,314
2514,Pyr in SP layer,40,360,290
2515,Pyr in SP layer,264,840,322
2516,Pyr in SP layer,224,800,298
2517,Pyr in SP layer,152,672,290
2518,Pyr in SP layer,152,112,314
2519,Pyr in SP layer,48,376,322
2520,Pyr in SP layer,256,840,298
2521,Pyr in SP layer,216,584,298
2522,Pyr in SP layer,80,688,290
2523,Pyr in SP layer,224,184,290
2524,Pyr in SP layer,288,712,322
2525,Pyr in SP layer,248,232,306
2526,Pyr in SP layer,352,784,298
2527,Pyr in SP layer,112,328,290
2528,Pyr in SP layer,344,624,314
2529,Pyr in SP layer,376,208,314
2530,Pyr in SP layer,0,568,314
2531,Pyr in SP layer,184,848,306
2532,Pyr in SP layer,88,368,314
2533,Pyr in SP layer,88,72,322
2534,Pyr in SP layer,8,472,298
2535,Pyr in SP layer,32,784,290
2536,Pyr in SP layer,232,920,290
2537,Pyr in SP layer,144,264,298
2538,Pyr in SP layer,376,1000,314
2539,Pyr in SP layer,200,808,298
2540,Pyr in SP layer,296,512,306
2541,Pyr in SP layer,48,584,298
2542,Pyr in SP layer,360,64,314
2543,Pyr in SP layer,312,816,290
2544,Pyr in SP layer,208,64,298
2545,Pyr in SP layer,128,96,306
2546,Pyr in SP layer,344,176,298
2547,Pyr in SP layer,168,776,322
2548,Pyr in SP layer,352,296,314
2549,Pyr in SP layer,320,464,322
2550,Pyr in SP layer,216,768,298
2551,Pyr in SP layer,152,296,298
2552,Pyr in SP layer,104,440,322
2553,Pyr in SP layer,72,664,290
2554,Pyr in SP layer,128,112,314
2555,Pyr in SP layer,152,88,290
2556,Pyr in SP layer,360,64,298
2557,Pyr in SP layer,400,360,298
2558,Pyr in SP layer,232,384,290
2559,Pyr in SP layer,208,760,306
2560,Pyr in SP layer,272,264,290
2561,Pyr in SP layer,48,760,306
2562,Pyr in SP layer,112,200,314
2563,Pyr in SP layer,176,440,322
2564,Pyr in SP layer,272,456,322
2565,Pyr in SP layer,176,376,306
2566,Pyr in SP layer,224,440,306
2567,Pyr in SP layer,184,72,322
2568,Pyr in SP layer,16,280,290
2569,Pyr in SP layer,24,648,322
2570,Pyr in SP layer,344,40,314
2571,Pyr in SP layer,216,504,306
2572,Pyr in SP layer,400,664,322
2573,Pyr in SP layer,152,592,322
2574,Pyr in SP layer,344,144,306
2575,Pyr in SP layer,80,208,290
2576,Pyr in SP layer,352,816,322
2577,Pyr in SP layer,376,840,306
2578,Pyr in SP layer,0,160,314
2579,Pyr in SP layer,80,336,298
2580,Pyr in SP layer,104,792,314
2581,Pyr in SP layer,192,760,290
2582,Pyr in SP layer,264,552,298
2583,Pyr in SP layer,96,624,314
2584,Pyr in SP layer,224,184,306
2585,Pyr in SP layer,40,424,322
2586,Pyr in SP layer,152,248,314
2587,Pyr in SP layer,168,64,314
2588,Pyr in SP layer,24,704,306
2589,Pyr in SP layer,272,552,306
2590,Pyr in SP layer,400,288,322
2591,Pyr in SP layer,144,24,322
2592,Pyr in SP layer,16,512,322
2593,Pyr in SP layer,352,920,290
2594,Pyr in SP layer,368,440,306
2595,Pyr in SP layer,8,448,314
2596,Pyr in SP layer,168,528,306
2597,Pyr in SP layer,360,360,298
2598,Pyr in SP layer,368,272,314
2599,Pyr in SP layer,288,112,290
2600,Pyr in SP layer,376,632,322
2601,Pyr in SP layer,248,808,314
2602,Pyr in SP layer,96,480,314
2603,Pyr in SP layer,176,576,290
2604,Pyr in SP layer,360,960,298
2605,Pyr in SP layer,72,16,314
2606,Pyr in SP layer,64,776,322
2607,Pyr in SP layer,136,896,322
2608,Pyr in SP layer,104,656,322
2609,Pyr in SP layer,328,256,314
2610,Pyr in SP layer,144,392,298
2611,Pyr in SP layer,304,656,298
2612,Pyr in SP layer,152,792,314
2613,Pyr in SP layer,216,776,306
2614,Pyr in SP layer,176,760,314
2615,Pyr in SP layer,56,248,306
2616,Pyr in SP layer,232,192,306
2617,Pyr in SP layer,288,280,306
2618,Pyr in SP layer,256,72,298
2619,Pyr in SP layer,168,312,314
2620,Pyr in SP layer,216,224,290
2621,Pyr in SP layer,96,192,290
2622,Pyr in SP layer,224,392,306
2623,Pyr in SP layer,360,936,322
2624,Pyr in SP layer,352,680,290
2625,Pyr in SP layer,336,192,298
2626,Pyr in SP layer,384,576,290
2627,Pyr in SP layer,40,408,322
2628,Pyr in SP layer,32,520,306
2629,Pyr in SP layer,200,616,290
2630,Pyr in SP layer,200,632,306
2631,Pyr in SP layer,256,456,306
2632,Pyr in SP layer,136,424,290
2633,Pyr in SP layer,264,552,290
2634,Pyr in SP layer,144,376,306
2635,Pyr in SP layer,80,592,298
2636,Pyr in SP layer,96,632,314
2637,Pyr in SP layer,224,976,322
2638,Pyr in SP layer,176,912,322
2639,Pyr in SP layer,320,280,314
2640,Pyr in SP layer,216,400,306
2641,Pyr in SP layer,144,776,322
2642,Pyr in SP layer,208,16,314
2643,Pyr in SP layer,240,144,322
2644,Pyr in SP layer,232,392,306
2645,Pyr in SP layer,120,304,314
2646,Pyr in SP layer,232,40,290
2647,Pyr in SP layer,384,696,322
2648,Pyr in SP layer,320,192,290
2649,Pyr in SP layer,376,96,290
2650,Pyr in SP layer,312,320,290
2651,Pyr in SP layer,280,888,314
2652,Pyr in SP layer,224,944,298
2653,Pyr in SP layer,104,944,306
2654,Pyr in SP layer,160,920,306
2655,Pyr in SP layer,344,360,298
2656,Pyr in SP layer,152,712,322
2657,Pyr in SP layer,176,48,314
2658,Pyr in SP layer,336,512,298
2659,Pyr in SP layer,176,776,322
2660,Pyr in SP layer,192,400,314
2661,Pyr in SP layer,160,672,306
2662,Pyr in SP layer,200,352,322
2663,Pyr in SP layer,240,728,298
2664,Pyr in SP layer,32,960,322
2665,Pyr in SP layer,208,552,298
2666,Pyr in SP layer,184,584,290
2667,Pyr in SP layer,400,920,322
2668,Pyr in SP layer,104,296,322
2669,Pyr in SP layer,16,400,290
2670,Pyr in SP layer,280,776,306
2671,Pyr in SP layer,176,952,298
2672,Pyr in SP layer,168,800,306
2673,Pyr in SP layer,48,856,290
2674,Pyr in SP layer,16,504,306
2675,Pyr in SP layer,376,240,290
2676,Pyr in SP layer,104,816,298
2677,Pyr in SP layer,32,920,314
2678,Pyr in SP layer,376,184,306
2679,Pyr in SP layer,56,72,314
2680,Pyr in SP layer,208,800,306
2681,Pyr in SP layer,312,256,314
2682,Pyr in SP layer,0,464,314
2683,Pyr in SP layer,56,184,306
2684,Pyr in SP layer,88,824,314
2685,Pyr in SP layer,88,400,322
2686,Pyr in SP layer,264,192,290
2687,Pyr in SP layer,232,256,306
2688,Pyr in SP layer,360,880,298
2689,Pyr in SP layer,360,880,290
2690,Pyr in SP layer,336,760,322
2691,Pyr in SP layer,296,656,322
2692,Pyr in SP layer,64,104,306
2693,Pyr in SP layer,400,152,322
2694,Pyr in SP layer,16,896,314
2695,Pyr in SP layer,192,320,290
2696,Pyr in SP layer,24,856,314
2697,Pyr in SP layer,384,976,298
2698,Pyr in SP layer,328,408,322
2699,Pyr in SP layer,304,736,290
2700,Pyr in SP layer,96,864,322
2701,Pyr in SP layer,136,248,290
2702,Pyr in SP layer,40,984,290
2703,Pyr in SP layer,120,648,290
2704,Pyr in SP layer,40,624,322
2705,Pyr in SP layer,96,768,298
2706,Pyr in SP layer,208,504,298
2707,Pyr in SP layer,128,192,314
2708,Pyr in SP layer,96,552,298
2709,Pyr in SP layer,144,720,290
2710,Pyr in SP layer,328,48,290
2711,Pyr in SP layer,16,880,314
2712,Pyr in SP layer,376,224,314
2713,Pyr in SP layer,56,984,314
2714,Pyr in SP layer,64,496,298
2715,Pyr in SP layer,72,200,314
2716,Pyr in SP layer,72,48,290
2717,Pyr in SP layer,48,552,322
2718,Pyr in SP layer,336,120,314
2719,Pyr in SP layer,8,912,306
2720,Pyr in SP layer,192,488,322
2721,Pyr in SP layer,216,424,298
2722,Pyr in SP layer,224,712,322
2723,Pyr in SP layer,0,968,322
2724,Pyr in SP layer,128,872,306
2725,Pyr in SP layer,32,816,322
2726,Pyr in SP layer,216,520,306
2727,Pyr in SP layer,64,40,290
2728,Pyr in SP layer,304,256,298
2729,Pyr in SP layer,272,312,306
2730,Pyr in SP layer,16,672,322
2731,Pyr in SP layer,184,136,322
2732,Pyr in SP layer,304,720,322
2733,Pyr in SP layer,120,824,298
2734,Pyr in SP layer,376,496,322
2735,Pyr in SP layer,216,368,290
2736,Pyr in SP layer,112,464,322
2737,Pyr in SP layer,184,136,314
2738,Pyr in SP layer,256,328,298
2739,Pyr in SP layer,288,544,322
2740,Pyr in SP layer,352,208,314
2741,Pyr in SP layer,160,976,322
2742,Pyr in SP layer,384,632,322
2743,Pyr in SP layer,200,48,306
2744,Pyr in SP layer,248,240,314
2745,Pyr in SP layer,392,416,322
2746,Pyr in SP layer,384,160,290
2747,Pyr in SP layer,112,744,314
2748,Pyr in SP layer,328,256,298
2749,Pyr in SP layer,32,232,290
2750,Pyr in SP layer,320,864,290
2751,Pyr in SP layer,344,920,290
2752,Pyr in SP layer,192,640,314
2753,Pyr in SP layer,328,88,314
2754,Pyr in SP layer,248,824,322
2755,Pyr in SP layer,400,656,298
2756,Pyr in SP layer,64,832,298
2757,Pyr in SP layer,152,176,290
2758,Pyr in SP layer,328,104,298
2759,Pyr in SP layer,104,888,298
2760,Pyr in SP layer,128,56,322
2761,Pyr in SP layer,160,856,298
2762,Pyr in SP layer,200,432,306
2763,Pyr in SP layer,208,752,314
2764,Pyr in SP layer,8,464,314
2765,Pyr in SP layer,256,888,298
2766,Pyr in SP layer,264,192,322
2767,Pyr in SP layer,280,904,298
2768,Pyr in SP layer,256,624,306
2769,Pyr in SP layer,216,976,298
2770,Pyr in SP layer,216,992,298
2771,Pyr in SP layer,304,456,306
2772,Pyr in SP layer,344,624,298
2773,Pyr in SP layer,24,944,306
2774,Pyr in SP layer,256,960,306
2775,Pyr in SP layer,248,472,306
2776,Pyr in SP layer,200,600,290
2777,Pyr in SP layer,128,832,298
2778,Pyr in SP layer,320,248,298
2779,Pyr in SP layer,64,312,322
2780,Pyr in SP layer,96,136,314
2781,Pyr in SP layer,312,600,314
2782,Pyr in SP layer,360,816,322
2783,Pyr in SP layer,344,784,314
2784,Pyr in SP layer,256,560,314
2785,Pyr in SP layer,288,264,298
2786,Pyr in SP layer,112,640,322
2787,Pyr in SP layer,64,168,290
2788,Pyr in SP layer,240,88,290
2789,Pyr in SP layer,280,344,322
2790,Pyr in SP layer,280,120,298
2791,Pyr in SP layer,128,696,298
2792,Pyr in SP layer,240,520,314
2793,Pyr in SP layer,168,368,298
2794,Pyr in SP layer,200,240,298
2795,Pyr in SP layer,352,984,314
2796,Pyr in SP layer,40,864,306
2797,Pyr in SP layer,216,392,314
2798,Pyr in SP layer,200,560,322
2799,Pyr in SP layer,216,72,298
2800,Pyr in SP layer,72,992,314
2801,Pyr in SP layer,352,232,290
2802,Pyr in SP layer,360,344,314
2803,Pyr in SP layer,16,608,306
2804,Pyr in SP layer,272,96,306
2805,Pyr in SP layer,184,240,306
2806,Pyr in SP layer,384,240,306
2807,Pyr in SP layer,80,408,298
2808,Pyr in SP layer,368,816,314
2809,Pyr in SP layer,232,920,322
2810,Pyr in SP layer,392,40,322
2811,Pyr in SP layer,24,1000,306
2812,Pyr in SP layer,312,80,298
2813,Pyr in SP layer,64,968,290
2814,Pyr in SP layer,16,512,306
2815,Pyr in SP layer,320,160,290
2816,Pyr in SP layer,120,16,290
2817,Pyr in SP layer,112,976,306
2818,Pyr in SP layer,256,64,314
2819,Pyr in SP layer,272,384,306
2820,Pyr in SP layer,248,64,298
2821,Pyr in SP layer,304,624,314
2822,Pyr in SP layer,352,752,290
2823,Pyr in SP layer,208,744,306
2824,Pyr in SP layer,144,752,298
2825,Pyr in SP layer,80,296,306
2826,Pyr in SP layer,248,200,306
2827,Pyr in SP layer,136,832,306
2828,Pyr in SP layer,344,568,306
2829,Pyr in SP layer,320,696,314
2830,Pyr in SP layer,56,64,306
2831,Pyr in SP layer,8,832,306
2832,Pyr in SP layer,304,416,306
2833,Pyr in SP layer,192,528,290
2834,Pyr in SP layer,80,280,298
2835,Pyr in SP layer,16,840,306
2836,Pyr in SP layer,384,48,306
2837,Pyr in SP layer,240,24,298
2838,Pyr in SP layer,336,936,322
2839,Pyr in SP layer,288,520,298
2840,Pyr in SP layer,8,416,314
2841,Pyr in SP layer,256,656,314
2842,Pyr in SP layer,192,24,298
2843,Pyr in SP layer,24,328,322
2844,Pyr in SP layer,16,904,298
2845,Pyr in SP layer,0,456,298
2846,Pyr in SP layer,8,360,290
2847,Pyr in SP layer,232,536,314
2848,Pyr in SP layer,96,752,290
2849,Pyr in SP layer,240,328,322
2850,Pyr in SP layer,40,288,306
2851,Pyr in SP layer,32,472,314
2852,Pyr in SP layer,368,344,314
2853,Pyr in SP layer,328,96,290
2854,Pyr in SP layer,88,544,298
2855,Pyr in SP layer,104,920,306
2856,Pyr in SP layer,328,128,298
2857,Pyr in SP layer,32,664,290
2858,Pyr in SP layer,8,528,306
2859,Pyr in SP layer,208,208,314
2860,Pyr in SP layer,96,496,290
2861,Pyr in SP layer,32,792,290
2862,Pyr in SP layer,384,752,322
2863,Pyr in SP layer,296,576,290
2864,Pyr in SP layer,56,336,322
2865,Pyr in SP layer,136,160,314
2866,Pyr in SP layer,288,248,314
2867,Pyr in SP layer,168,568,290
2868,Pyr in SP layer,336,504,290
2869,Pyr in SP layer,160,840,314
2870,Pyr in SP layer,280,584,322
2871,Pyr in SP layer,288,88,306
2872,Pyr in SP layer,344,656,306
2873,Pyr in SP layer,128,96,314
2874,Pyr in SP layer,8,824,314
2875,Pyr in SP layer,272,1000,298
2876,Pyr in SP layer,120,384,322
2877,Pyr in SP layer,368,992,314
2878,Pyr in SP layer,224,240,322
2879,Pyr in SP layer,56,328,306
2880,Pyr in SP layer,88,32,290
2881,Pyr in SP layer,296,80,290
2882,Pyr in SP layer,304,920,290
2883,Pyr in SP layer,144,24,306
2884,Pyr in SP layer,248,440,290
2885,Pyr in SP layer,352,464,290
2886,Pyr in SP layer,360,560,322
2887,Pyr in SP layer,80,352,290
2888,Pyr in SP layer,72,32,314
2889,Pyr in SP layer,88,304,306
2890,Pyr in SP layer,136,936,290
2891,Pyr in SP layer,312,96,322
2892,Pyr in SP layer,176,656,290
2893,Pyr in SP layer,256,696,290
2894,Pyr in SP layer,64,160,314
2895,Pyr in SP layer,328,792,306
2896,Pyr in SP layer,56,720,290
2897,Pyr in SP layer,240,504,298
2898,Pyr in SP layer,296,872,306
2899,Pyr in SP layer,264,432,314
2900,Pyr in SP layer,128,24,322
2901,Pyr in SP layer,360,136,322
2902,Pyr in SP layer,72,360,290
2903,Pyr in SP layer,64,568,314
2904,Pyr in SP layer,56,360,322
2905,Pyr in SP layer,48,928,314
2906,Pyr in SP layer,56,216,322
2907,Pyr in SP layer,56,248,314
2908,Pyr in SP layer,144,920,290
2909,Pyr in SP layer,256,872,314
2910,Pyr in SP layer,328,120,322
2911,Pyr in SP layer,184,824,290
2912,Pyr in SP layer,248,936,314
2913,Pyr in SP layer,120,336,298
2914,Pyr in SP layer,208,728,314
2915,Pyr in SP layer,336,968,306
2916,Pyr in SP layer,24,960,322
2917,Pyr in SP layer,352,416,290
2918,Pyr in SP layer,128,688,306
2919,Pyr in SP layer,352,480,322
2920,Pyr in SP layer,200,8,298
2921,Pyr in SP layer,120,112,314
2922,Pyr in SP layer,400,864,298
2923,Pyr in SP layer,72,264,306
2924,Pyr in SP layer,384,152,290
2925,Pyr in SP layer,208,624,322
2926,Pyr in SP layer,96,712,306
2927,Pyr in SP layer,104,536,322
2928,Pyr in SP layer,400,696,306
2929,Pyr in SP layer,360,704,290
2930,Pyr in SP layer,328,8,322
2931,Pyr in SP layer,32,760,314
2932,Pyr in SP layer,40,112,290
2933,Pyr in SP layer,224,720,306
2934,Pyr in SP layer,120,536,306
2935,Pyr in SP layer,200,856,306
2936,Pyr in SP layer,352,264,298
2937,Pyr in SP layer,208,392,314
2938,Pyr in SP layer,136,152,290
2939,Pyr in SP layer,232,8,298
2940,Pyr in SP layer,104,856,306
2941,Pyr in SP layer,104,272,322
2942,Pyr in SP layer,352,192,322
2943,Pyr in SP layer,8,136,298
2944,Pyr in SP layer,272,64,314
2945,Pyr in SP layer,304,608,306
2946,Pyr in SP layer,160,160,290
2947,Pyr in SP layer,248,848,290
2948,Pyr in SP layer,72,496,306
2949,Pyr in SP layer,392,984,298
2950,Pyr in SP layer,328,992,314
2951,Pyr in SP layer,400,200,314
2952,Pyr in SP layer,48,104,298
2953,Pyr in SP layer,248,104,306
2954,Pyr in SP layer,184,872,306
2955,Pyr in SP layer,296,656,290
2956,Pyr in SP layer,304,640,314
2957,Pyr in SP layer,152,816,322
2958,Pyr in SP layer,288,312,298
2959,Pyr in SP layer,80,304,290
2960,Pyr in SP layer,216,136,298
2961,Pyr in SP layer,376,896,290
2962,Pyr in SP layer,0,496,298
2963,Pyr in SP layer,48,440,298
2964,Pyr in SP layer,376,16,322
2965,Pyr in SP layer,0,872,322
2966,Pyr in SP layer,88,560,322
2967,Pyr in SP layer,384,888,306
2968,Pyr in SP layer,304,696,322
2969,Pyr in SP layer,240,128,298
2970,Pyr in SP layer,32,32,322
2971,Pyr in SP layer,136,784,298
2972,Pyr in SP layer,88,232,306
2973,Pyr in SP layer,48,200,298
2974,Pyr in SP layer,392,200,322
2975,Pyr in SP layer,336,600,322
2976,Pyr in SP layer,56,320,314
2977,Pyr in SP layer,264,136,306
2978,Pyr in SP layer,336,976,322
2979,Pyr in SP layer,80,560,306
2980,Pyr in SP layer,160,920,298
2981,Pyr in SP layer,8,488,306
2982,Pyr in SP layer,264,672,322
2983,Pyr in SP layer,208,40,322
2984,Pyr in SP layer,336,16,322
2985,Pyr in SP layer,328,248,298
2986,Pyr in SP layer,360,376,298
2987,Pyr in SP layer,40,328,290
2988,Pyr in SP layer,392,880,322
2989,Pyr in SP layer,136,584,306
2990,Pyr in SP layer,328,648,314
2991,Pyr in SP layer,328,304,298
2992,Pyr in SP layer,192,32,298
